"drugId"|"foodInteractionDescription"
"DB07312"|""
"DB07313"|""
"DB07314"|""
"DB07315"|""
"DB07316"|""
"DB07317"|""
"DB07318"|""
"DB07319"|""
"DB07320"|""
"DB07321"|""
"DB07322"|""
"DB07323"|""
"DB07324"|""
"DB07325"|""
"DB07326"|""
"DB07327"|""
"DB07328"|""
"DB07329"|""
"DB07330"|""
"DB07331"|""
"DB07332"|""
"DB07333"|""
"DB07334"|""
"DB07335"|""
"DB07336"|""
"DB07337"|""
"DB07338"|""
"DB07339"|""
"DB07340"|""
"DB07341"|""
"DB07342"|""
"DB07343"|""
"DB07344"|""
"DB07345"|""
"DB07346"|""
"DB07347"|""
"DB07348"|""
"DB07349"|""
"DB07350"|""
"DB07351"|""
"DB07352"|""
"DB07353"|""
"DB07354"|""
"DB07355"|""
"DB07356"|""
"DB07357"|""
"DB07358"|""
"DB07359"|""
"DB07360"|""
"DB07362"|""
"DB07363"|""
"DB07364"|""
"DB07365"|""
"DB07366"|""
"DB07367"|""
"DB07368"|""
"DB07369"|""
"DB07370"|""
"DB07371"|""
"DB07373"|""
"DB07374"|""
"DB07375"|""
"DB07376"|""
"DB07377"|""
"DB07378"|""
"DB07379"|""
"DB07380"|""
"DB07381"|""
"DB07382"|""
"DB07383"|""
"DB07384"|""
"DB07385"|""
"DB07387"|""
"DB07388"|""
"DB07389"|""
"DB07390"|""
"DB07391"|""
"DB07392"|""
"DB07393"|""
"DB07394"|""
"DB07395"|""
"DB07396"|""
"DB07397"|""
"DB07398"|""
"DB07400"|""
"DB07401"|""
"DB07402"|""
"DB07403"|""
"DB07404"|""
"DB07405"|""
"DB07406"|""
"DB07407"|""
"DB07408"|""
"DB07409"|""
"DB07410"|""
"DB07411"|""
"DB07412"|""
"DB07413"|""
"DB07414"|""
"DB07415"|""
"DB07416"|""
"DB07418"|""
"DB07419"|""
"DB07420"|""
"DB07421"|""
"DB07422"|""
"DB07423"|""
"DB07424"|""
"DB07425"|""
"DB07426"|""
"DB07427"|""
"DB07428"|""
"DB07429"|""
"DB07430"|""
"DB07431"|""
"DB07432"|""
"DB07433"|""
"DB07434"|""
"DB07435"|""
"DB07436"|""
"DB07437"|""
"DB07439"|""
"DB07440"|""
"DB07441"|""
"DB07443"|""
"DB07444"|""
"DB07445"|""
"DB07446"|""
"DB07447"|""
"DB07448"|""
"DB07449"|""
"DB07450"|""
"DB07451"|""
"DB07452"|""
"DB07453"|""
"DB07454"|""
"DB07455"|""
"DB07456"|""
"DB07457"|""
"DB07458"|""
"DB07459"|""
"DB07460"|""
"DB07461"|""
"DB07462"|""
"DB07463"|""
"DB07464"|""
"DB07465"|""
"DB07466"|""
"DB07467"|""
"DB07468"|""
"DB07469"|""
"DB07470"|""
"DB07471"|""
"DB07472"|""
"DB07473"|""
"DB07474"|""
"DB07476"|""
"DB07477"|""
"DB07478"|""
"DB07479"|""
"DB07480"|""
"DB07481"|""
"DB07482"|""
"DB07483"|""
"DB07484"|""
"DB07485"|""
"DB07486"|""
"DB07487"|""
"DB07488"|""
"DB07489"|""
"DB07490"|""
"DB07491"|""
"DB07492"|""
"DB07493"|""
"DB07494"|""
"DB07495"|""
"DB07496"|""
"DB07497"|""
"DB07498"|""
"DB07499"|""
"DB07500"|""
"DB07501"|""
"DB07502"|""
"DB07503"|""
"DB07504"|""
"DB07505"|""
"DB07506"|""
"DB07507"|""
"DB07508"|""
"DB07509"|""
"DB07510"|""
"DB07511"|""
"DB07512"|""
"DB07513"|""
"DB07514"|""
"DB07515"|""
"DB07516"|""
"DB07517"|""
"DB07518"|""
"DB07519"|""
"DB07520"|""
"DB07521"|""
"DB07522"|""
"DB07524"|""
"DB07525"|""
"DB07526"|""
"DB07527"|""
"DB07528"|""
"DB07529"|""
"DB07530"|""
"DB07531"|""
"DB07532"|""
"DB07533"|""
"DB07534"|""
"DB07535"|""
"DB07536"|""
"DB07537"|""
"DB07538"|""
"DB07539"|""
"DB07540"|""
"DB07541"|""
"DB07542"|""
"DB07543"|""
"DB07544"|""
"DB07545"|""
"DB07546"|""
"DB07547"|""
"DB07548"|""
"DB07549"|""
"DB07550"|""
"DB07551"|""
"DB07552"|""
"DB07553"|""
"DB07555"|""
"DB07556"|""
"DB07557"|""
"DB07558"|""
"DB07559"|""
"DB07560"|""
"DB07561"|""
"DB07562"|""
"DB07563"|""
"DB07564"|""
"DB07565"|""
"DB07567"|""
"DB07568"|""
"DB07569"|""
"DB07570"|""
"DB07571"|""
"DB07572"|""
"DB07573"|""
"DB07574"|""
"DB07575"|""
"DB07577"|""
"DB07578"|""
"DB07579"|""
"DB07580"|""
"DB07581"|""
"DB07582"|""
"DB07583"|""
"DB07584"|""
"DB07585"|""
"DB07586"|""
"DB07587"|""
"DB07588"|""
"DB07589"|""
"DB07590"|""
"DB07591"|""
"DB07592"|""
"DB07593"|""
"DB07594"|""
"DB07595"|""
"DB07596"|""
"DB07597"|""
"DB07598"|""
"DB07599"|""
"DB07601"|""
"DB07602"|""
"DB07603"|""
"DB07604"|""
"DB07605"|""
"DB07606"|""
"DB07607"|""
"DB07608"|""
"DB07609"|""
"DB07610"|""
"DB07611"|""
"DB07612"|""
"DB07613"|""
"DB07614"|""
"DB07615"|""
"DB07616"|""
"DB07617"|""
"DB07618"|""
"DB07619"|""
"DB07620"|""
"DB07621"|""
"DB07622"|""
"DB07623"|""
"DB07624"|""
"DB07625"|""
"DB07626"|""
"DB07627"|""
"DB07628"|""
"DB07629"|""
"DB07630"|""
"DB07631"|""
"DB07632"|""
"DB07633"|""
"DB07634"|""
"DB07635"|""
"DB07636"|""
"DB07637"|""
"DB07638"|""
"DB07639"|""
"DB07640"|""
"DB07641"|""
"DB07642"|""
"DB07643"|""
"DB07644"|""
"DB07645"|""
"DB07646"|""
"DB07647"|""
"DB07648"|""
"DB07649"|""
"DB07650"|""
"DB07651"|""
"DB07652"|""
"DB07653"|""
"DB07654"|""
"DB07655"|""
"DB07657"|""
"DB07658"|""
"DB07659"|""
"DB07660"|""
"DB07661"|""
"DB07662"|""
"DB07663"|""
"DB07664"|""
"DB07665"|""
"DB07666"|""
"DB07667"|""
"DB07668"|""
"DB07669"|""
"DB07670"|""
"DB07671"|""
"DB07672"|""
"DB07673"|""
"DB07674"|""
"DB07675"|""
"DB07676"|""
"DB07677"|""
"DB07678"|""
"DB07679"|""
"DB07680"|""
"DB07681"|""
"DB07683"|""
"DB07684"|""
"DB07685"|""
"DB07686"|""
"DB07687"|""
"DB07688"|""
"DB07689"|""
"DB07691"|""
"DB07692"|""
"DB07693"|""
"DB07694"|""
"DB07695"|""
"DB07696"|""
"DB07697"|""
"DB07698"|""
"DB07700"|""
"DB07701"|""
"DB07702"|""
"DB07703"|""
"DB07704"|""
"DB07705"|""
"DB07706"|""
"DB07707"|""
"DB07708"|""
"DB07710"|""
"DB07711"|""
"DB07712"|""
"DB07713"|""
"DB07714"|""
"DB07715"|""
"DB07716"|""
"DB07717"|""
"DB07718"|""
"DB07719"|""
"DB07720"|""
"DB07721"|""
"DB07722"|""
"DB07723"|""
"DB07724"|""
"DB07726"|""
"DB07728"|""
"DB07729"|""
"DB07730"|""
"DB07731"|""
"DB07732"|""
"DB07733"|""
"DB07734"|""
"DB07735"|""
"DB07736"|""
"DB07737"|""
"DB07738"|""
"DB07739"|""
"DB07740"|""
"DB07741"|""
"DB07742"|""
"DB07743"|""
"DB07744"|""
"DB07745"|""
"DB07746"|""
"DB07747"|""
"DB07748"|""
"DB07749"|""
"DB07750"|""
"DB07751"|""
"DB07753"|""
"DB07754"|""
"DB07755"|""
"DB07756"|""
"DB07757"|""
"DB07758"|""
"DB07759"|""
"DB07760"|""
"DB07761"|""
"DB07762"|""
"DB07763"|""
"DB07764"|""
"DB07765"|""
"DB07766"|""
"DB07767"|"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
"DB07768"|""
"DB07769"|""
"DB07770"|""
"DB07771"|""
"DB07772"|""
"DB07773"|""
"DB07775"|""
"DB07776"|""
"DB07778"|""
"DB07779"|""
"DB07780"|""
"DB07781"|""
"DB07782"|""
"DB07783"|""
"DB07784"|""
"DB07785"|""
"DB07786"|""
"DB07787"|""
"DB07788"|""
"DB07789"|""
"DB07790"|""
"DB07791"|""
"DB07792"|""
"DB07793"|""
"DB07794"|""
"DB07795"|""
"DB07796"|""
"DB07797"|""
"DB07798"|""
"DB07800"|""
"DB07801"|""
"DB07802"|""
"DB07803"|""
"DB07804"|""
"DB07805"|""
"DB07806"|""
"DB07807"|""
"DB07808"|""
"DB07809"|""
"DB07810"|""
"DB07811"|""
"DB07812"|""
"DB07813"|""
"DB07814"|""
"DB07815"|""
"DB07816"|""
"DB07817"|""
"DB07818"|""
"DB07819"|""
"DB07820"|""
"DB07821"|""
"DB07823"|""
"DB07824"|""
"DB07825"|""
"DB07826"|""
"DB07827"|""
"DB07829"|""
"DB07830"|""
"DB07831"|""
"DB07832"|""
"DB07833"|""
"DB07834"|""
"DB07835"|""
"DB07836"|""
"DB07837"|""
"DB07838"|""
"DB07839"|""
"DB07840"|""
"DB07841"|""
"DB07842"|""
"DB07843"|""
"DB07844"|""
"DB07845"|""
"DB07846"|""
"DB07847"|""
"DB07848"|""
"DB07849"|""
"DB07850"|""
"DB07851"|""
"DB07852"|""
"DB07853"|""
"DB07854"|""
"DB07855"|""
"DB07856"|""
"DB07857"|""
"DB07858"|""
"DB07859"|""
"DB07860"|""
"DB07861"|""
"DB07862"|""
"DB07863"|""
"DB07864"|""
"DB07865"|""
"DB07866"|""
"DB07867"|""
"DB07868"|""
"DB07869"|""
"DB07870"|""
"DB07871"|""
"DB07872"|""
"DB07873"|""
"DB07874"|""
"DB07875"|""
"DB07876"|""
"DB07877"|""
"DB07878"|""
"DB07879"|""
"DB07880"|""
"DB07881"|""
"DB07882"|""
"DB07883"|""
"DB07884"|""
"DB07885"|""
"DB07887"|""
"DB07888"|""
"DB07889"|""
"DB07890"|""
"DB07891"|""
"DB07892"|""
"DB07893"|""
"DB07894"|""
"DB07895"|""
"DB07896"|""
"DB07897"|""
"DB07898"|""
"DB07899"|""
"DB07900"|""
"DB07901"|""
"DB07902"|""
"DB07903"|""
"DB07905"|""
"DB07906"|""
"DB07907"|""
"DB07908"|""
"DB07909"|""
"DB07910"|""
"DB07911"|""
"DB07912"|""
"DB07913"|""
"DB07914"|""
"DB07915"|""
"DB07916"|""
"DB07917"|""
"DB07918"|""
"DB07919"|""
"DB07920"|""
"DB07921"|""
"DB07922"|""
"DB07923"|""
"DB07924"|""
"DB07925"|""
"DB07926"|""
"DB07927"|""
"DB07928"|""
"DB07929"|""
"DB07930"|""
"DB07931"|""
"DB07932"|""
"DB07933"|""
"DB07934"|""
"DB07935"|""
"DB07936"|""
"DB07937"|""
"DB07938"|""
"DB07939"|""
"DB07940"|""
"DB07941"|""
"DB07942"|""
"DB07943"|""
"DB07944"|""
"DB07945"|""
"DB07946"|""
"DB07947"|""
"DB07949"|""
"DB07950"|""
"DB07951"|""
"DB07952"|""
"DB07953"|""
"DB07954"|""
"DB07955"|""
"DB07956"|""
"DB07957"|""
"DB07958"|""
"DB07959"|""
"DB07960"|""
"DB07961"|""
"DB07962"|""
"DB07963"|""
"DB07964"|""
"DB07965"|""
"DB07966"|""
"DB07967"|""
"DB07968"|""
"DB07969"|""
"DB07970"|""
"DB07971"|""
"DB07972"|""
"DB07973"|""
"DB07974"|""
"DB07975"|""
"DB07976"|""
"DB07977"|""
"DB07978"|""
"DB07979"|""
"DB07981"|""
"DB07982"|""
"DB07983"|""
"DB07984"|""
"DB07985"|""
"DB07986"|""
"DB07987"|""
"DB07988"|""
"DB07989"|""
"DB07990"|""
"DB07991"|""
"DB07992"|""
"DB07993"|""
"DB07994"|""
"DB07995"|""
"DB07996"|""
"DB07997"|""
"DB07999"|""
"DB08000"|""
"DB08001"|""
"DB08003"|""
"DB08004"|""
"DB08005"|""
"DB08006"|""
"DB08007"|""
"DB08008"|""
"DB08009"|""
"DB08010"|""
"DB08011"|""
"DB08012"|""
"DB08013"|""
"DB08014"|""
"DB08015"|""
"DB08016"|""
"DB08017"|""
"DB08018"|""
"DB08019"|""
"DB08020"|""
"DB08021"|""
"DB08022"|""
"DB08023"|""
"DB08024"|""
"DB08025"|""
"DB08026"|""
"DB08027"|""
"DB08028"|""
"DB08029"|""
"DB08030"|""
"DB08031"|""
"DB08032"|""
"DB08033"|""
"DB08034"|""
"DB08035"|""
"DB08036"|""
"DB08037"|""
"DB08038"|""
"DB08039"|""
"DB08040"|""
"DB08041"|""
"DB08042"|""
"DB08043"|""
"DB08044"|""
"DB08045"|""
"DB08046"|""
"DB08047"|""
"DB08048"|""
"DB08049"|""
"DB08050"|""
"DB08051"|""
"DB08052"|""
"DB08053"|""
"DB08054"|""
"DB08055"|""
"DB08056"|""
"DB08057"|""
"DB08058"|""
"DB08059"|""
"DB08060"|""
"DB08061"|""
"DB08062"|""
"DB08063"|""
"DB08064"|""
"DB08065"|""
"DB08066"|""
"DB08067"|""
"DB08068"|""
"DB08069"|""
"DB08070"|""
"DB08071"|""
"DB08072"|""
"DB08073"|""
"DB08074"|""
"DB08075"|""
"DB08076"|""
"DB08077"|""
"DB08078"|""
"DB08079"|""
"DB08080"|""
"DB08081"|""
"DB08082"|""
"DB08083"|""
"DB08084"|""
"DB08085"|""
"DB08086"|""
"DB08087"|""
"DB08088"|""
"DB08089"|""
"DB08090"|""
"DB08091"|""
"DB08092"|""
"DB08093"|""
"DB08094"|""
"DB08095"|""
"DB08096"|""
"DB08097"|""
"DB08098"|""
"DB08099"|""
"DB08100"|""
"DB08101"|""
"DB08102"|""
"DB08103"|""
"DB08104"|""
"DB08105"|""
"DB08106"|""
"DB08107"|""
"DB08108"|""
"DB08109"|""
"DB08110"|""
"DB08111"|""
"DB08112"|""
"DB08113"|""
"DB08114"|""
"DB08115"|""
"DB08116"|""
"DB08118"|""
"DB08119"|""
"DB08120"|""
"DB08121"|""
"DB08122"|""
"DB08123"|""
"DB08124"|""
"DB08125"|""
"DB08126"|""
"DB08127"|""
"DB08128"|""
"DB08129"|""
"DB08130"|""
"DB08131"|""
"DB08132"|""
"DB08133"|""
"DB08134"|""
"DB08135"|""
"DB08136"|""
"DB08137"|""
"DB08138"|""
"DB08139"|""
"DB08140"|""
"DB08141"|""
"DB08142"|""
"DB08143"|""
"DB08144"|""
"DB08145"|""
"DB08146"|""
"DB08147"|""
"DB08148"|""
"DB08149"|""
"DB08150"|""
"DB08151"|""
"DB08152"|""
"DB08153"|""
"DB08154"|""
"DB08155"|""
"DB08156"|""
"DB08157"|""
"DB08158"|""
"DB08159"|""
"DB08160"|""
"DB08161"|""
"DB08162"|""
"DB08163"|""
"DB08164"|""
"DB08165"|""
"DB08166"|""
"DB08167"|""
"DB08168"|""
"DB08169"|""
"DB08170"|""
"DB08171"|""
"DB08172"|""
"DB08173"|""
"DB08174"|""
"DB08175"|""
"DB08176"|""
"DB08177"|""
"DB08178"|""
"DB08179"|""
"DB08180"|""
"DB08181"|""
"DB08182"|""
"DB08184"|""
"DB08185"|""
"DB08186"|""
"DB08187"|""
"DB08188"|""
"DB08190"|""
"DB08191"|""
"DB08192"|""
"DB08193"|""
"DB08194"|""
"DB08195"|""
"DB08196"|""
"DB08197"|""
"DB08198"|""
"DB08199"|""
"DB08200"|""
"DB08201"|""
"DB08202"|""
"DB08203"|""
"DB08204"|""
"DB08205"|""
"DB08206"|""
"DB08207"|""
"DB08208"|""
"DB08209"|""
"DB08210"|""
"DB08211"|""
"DB08212"|""
"DB08213"|""
"DB08214"|""
"DB08215"|""
"DB08216"|""
"DB08217"|""
"DB08218"|""
"DB08219"|""
"DB08220"|""
"DB08221"|""
"DB08222"|""
"DB08223"|""
"DB08224"|""
"DB08226"|""
"DB08227"|""
"DB08228"|""
"DB08229"|""
"DB08230"|""
"DB08231"|""
"DB08232"|""
"DB08233"|""
"DB08234"|""
"DB08235"|""
"DB08236"|""
"DB08237"|""
"DB08238"|""
"DB08239"|""
"DB08240"|""
"DB08241"|""
"DB08242"|""
"DB08244"|""
"DB08245"|""
"DB08246"|""
"DB08247"|""
"DB08248"|""
"DB08249"|""
"DB08250"|""
"DB08251"|""
"DB08252"|""
"DB08253"|""
"DB08254"|""
"DB08255"|""
"DB08256"|""
"DB08257"|""
"DB08258"|""
"DB08259"|""
"DB08260"|""
"DB08261"|""
"DB08262"|""
"DB08263"|""
"DB08264"|""
"DB08265"|""
"DB08266"|""
"DB08267"|""
"DB08268"|""
"DB08270"|""
"DB08271"|""
"DB08272"|""
"DB08273"|""
"DB08274"|""
"DB08275"|""
"DB08276"|""
"DB08277"|""
"DB08278"|""
"DB08279"|""
"DB08280"|""
"DB08281"|""
"DB08282"|""
"DB08283"|""
"DB08284"|""
"DB08285"|""
"DB08286"|""
"DB08287"|""
"DB08288"|""
"DB08289"|""
"DB08291"|""
"DB08292"|""
"DB08293"|""
"DB08294"|""
"DB08295"|""
"DB08296"|""
"DB08297"|""
"DB08299"|""
"DB08300"|""
"DB08301"|""
"DB08302"|""
"DB08303"|""
"DB08304"|""
"DB08305"|""
"DB08306"|""
"DB08307"|""
"DB08308"|""
"DB08309"|""
"DB08310"|""
"DB08312"|""
"DB08313"|""
"DB08314"|""
"DB08315"|""
"DB08316"|""
"DB08317"|""
"DB08318"|""
"DB08319"|""
"DB08320"|""
"DB08321"|""
"DB08322"|""
"DB08323"|""
"DB08324"|""
"DB08325"|""
"DB08326"|""
"DB08327"|""
"DB08328"|""
"DB08329"|"Take with food. Taking sulthiame with food, may reduce gastrointestinal upset."
"DB08330"|""
"DB08331"|""
"DB08332"|""
"DB08333"|""
"DB08334"|""
"DB08335"|""
"DB08336"|""
"DB08337"|""
"DB08338"|""
"DB08339"|""
"DB08340"|""
"DB08341"|""
"DB08342"|""
"DB08344"|""
"DB08345"|""
"DB08346"|""
"DB08347"|""
"DB08348"|""
"DB08349"|""
"DB08350"|""
"DB08351"|""
"DB08352"|""
"DB08353"|""
"DB08354"|""
"DB08355"|""
"DB08356"|""
"DB08357"|""
"DB08358"|""
"DB08359"|""
"DB08360"|""
"DB08361"|""
"DB08362"|""
"DB08363"|""
"DB08364"|""
"DB08365"|""
"DB08366"|""
"DB08367"|""
"DB08368"|""
"DB08369"|""
"DB08370"|""
"DB08371"|""
"DB08372"|""
"DB08373"|""
"DB08374"|""
"DB08375"|""
"DB08376"|""
"DB08377"|""
"DB08378"|""
"DB08379"|""
"DB08382"|""
"DB08383"|""
"DB08384"|""
"DB08385"|""
"DB08386"|""
"DB08387"|""
"DB08388"|""
"DB08389"|""
"DB08390"|""
"DB08391"|""
"DB08392"|""
"DB08393"|""
"DB08394"|""
"DB08395"|""
"DB08396"|""
"DB08397"|""
"DB08398"|""
"DB08399"|""
"DB08400"|""
"DB08401"|""
"DB08402"|""
"DB08403"|""
"DB08404"|""
"DB08405"|""
"DB08406"|""
"DB08407"|""
"DB08408"|""
"DB08409"|""
"DB08410"|""
"DB08411"|""
"DB08412"|""
"DB08413"|""
"DB08414"|""
"DB08416"|""
"DB08418"|""
"DB08419"|""
"DB08420"|""
"DB08421"|""
"DB08422"|""
"DB08423"|""
"DB08424"|""
"DB08426"|""
"DB08427"|""
"DB08428"|""
"DB08429"|""
"DB08430"|""
"DB08431"|""
"DB08432"|""
"DB08433"|""
"DB08434"|""
"DB08435"|""
"DB08436"|""
"DB08437"|""
"DB08438"|""
"DB08439"|""
"DB08440"|""
"DB08441"|""
"DB08442"|""
"DB08443"|""
"DB08444"|""
"DB08445"|""
"DB08446"|""
"DB08447"|""
"DB08448"|""
"DB08449"|""
"DB08450"|""
"DB08451"|""
"DB08453"|""
"DB08454"|""
"DB08455"|""
"DB08456"|""
"DB08457"|""
"DB08458"|""
"DB08459"|""
"DB08460"|""
"DB08461"|""
"DB08462"|""
"DB08463"|""
"DB08464"|""
"DB08465"|""
"DB08466"|""
"DB08467"|""
"DB08469"|""
"DB08470"|""
"DB08471"|""
"DB08472"|""
"DB08473"|""
"DB08474"|""
"DB08475"|""
"DB08476"|""
"DB08478"|""
"DB08479"|""
"DB08480"|""
"DB08481"|""
"DB08482"|""
"DB08484"|""
"DB08485"|""
"DB08486"|""
"DB08487"|""
"DB08488"|""
"DB08489"|""
"DB08490"|""
"DB08491"|""
"DB08492"|""
"DB08493"|""
"DB08494"|""
"DB08495"|""
"DB08496"|"Avoid drastic dietary changes. Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba. Ensure consistent Vitamin K intake. Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of R-warfarin. Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum levels of R-warfarin."
"DB08497"|""
"DB08498"|""
"DB08499"|""
"DB08500"|""
"DB08501"|""
"DB08502"|""
"DB08503"|""
"DB08504"|""
"DB08505"|""
"DB08506"|""
"DB08507"|""
"DB08508"|""
"DB08509"|""
"DB08510"|""
"DB08511"|""
"DB08512"|""
"DB08513"|""
"DB08514"|""
"DB08515"|""
"DB08516"|""
"DB08517"|""
"DB08519"|""
"DB08520"|""
"DB08521"|""
"DB08522"|""
"DB08523"|""
"DB08524"|""
"DB08525"|""
"DB08526"|""
"DB08527"|""
"DB08528"|""
"DB08529"|""
"DB08530"|""
"DB08531"|""
"DB08532"|""
"DB08533"|""
"DB08534"|""
"DB08535"|""
"DB08536"|""
"DB08537"|""
"DB08538"|""
"DB08539"|""
"DB08540"|""
"DB08541"|""
"DB08542"|""
"DB08543"|""
"DB08544"|""
"DB08545"|""
"DB08546"|""
"DB08547"|""
"DB08548"|""
"DB08549"|""
"DB08550"|""
"DB08551"|""
"DB08552"|""
"DB08553"|""
"DB08554"|""
"DB08555"|""
"DB08556"|""
"DB08557"|""
"DB08558"|""
"DB08559"|""
"DB08560"|""
"DB08561"|""
"DB08562"|""
"DB08564"|""
"DB08565"|""
"DB08566"|""
"DB08568"|""
"DB08569"|""
"DB08570"|""
"DB08571"|""
"DB08572"|""
"DB08573"|""
"DB08574"|""
"DB08575"|""
"DB08576"|""
"DB08577"|""
"DB08578"|""
"DB08579"|""
"DB08580"|""
"DB08581"|""
"DB08582"|""
"DB08583"|""
"DB08585"|""
"DB08586"|""
"DB08587"|""
"DB08588"|""
"DB08589"|""
"DB08590"|""
"DB08591"|""
"DB08593"|""
"DB08594"|""
"DB08595"|""
"DB08596"|""
"DB08597"|""
"DB08598"|""
"DB08599"|""
"DB08600"|""
"DB08601"|""
"DB08602"|""
"DB08603"|""
"DB08604"|""
"DB08605"|""
"DB08606"|""
"DB08607"|""
"DB08608"|""
"DB08609"|""
"DB08610"|""
"DB08611"|""
"DB08612"|""
"DB08613"|""
"DB08614"|""
"DB08615"|""
"DB08617"|""
"DB08618"|""
"DB08619"|""
"DB08620"|""
"DB08621"|""
"DB08622"|""
"DB08623"|""
"DB08624"|""
"DB08626"|""
"DB08627"|""
"DB08628"|""
"DB08629"|""
"DB08631"|""
"DB08632"|""
"DB08633"|""
"DB08634"|""
"DB08635"|""
"DB08636"|""
"DB08637"|""
"DB08638"|""
"DB08639"|""
"DB08640"|""
"DB08641"|""
"DB08642"|""
"DB08643"|""
"DB08644"|""
"DB08645"|""
"DB08646"|""
"DB08647"|""
"DB08648"|""
"DB08649"|""
"DB08651"|""
"DB08652"|""
"DB08653"|""
"DB08654"|""
"DB08655"|""
"DB08656"|""
"DB08657"|""
"DB08658"|""
"DB08659"|""
"DB08660"|""
"DB08661"|""
"DB08662"|""
"DB08663"|""
"DB08664"|""
"DB08665"|""
"DB08666"|""
"DB08667"|""
"DB08668"|""
"DB08669"|""
"DB08670"|""
"DB08671"|""
"DB08672"|""
"DB08673"|""
"DB08674"|""
"DB08675"|""
"DB08676"|""
"DB08677"|""
"DB08678"|""
"DB08680"|""
"DB08681"|""
"DB08682"|""
"DB08683"|""
"DB08684"|""
"DB08685"|""
"DB08686"|""
"DB08687"|""
"DB08688"|""
"DB08689"|""
"DB08690"|""
"DB08691"|""
"DB08692"|""
"DB08693"|""
"DB08694"|""
"DB08695"|""
"DB08697"|""
"DB08698"|""
"DB08699"|""
"DB08701"|""
"DB08702"|""
"DB08703"|""
"DB08704"|""
"DB08705"|""
"DB08706"|""
"DB08707"|""
"DB08708"|""
"DB08709"|""
"DB08710"|""
"DB08711"|""
"DB08712"|""
"DB08713"|""
"DB08714"|""
"DB08715"|""
"DB08717"|""
"DB08718"|""
"DB08719"|""
"DB08720"|""
"DB08721"|""
"DB08722"|""
"DB08723"|""
"DB08724"|""
"DB08725"|""
